incident_number,incident_summary,true_location,llama3_8b_pred,mistral_7b_pred,mixtral_8x7b_pred,flan_t5_xl_pred,gpt4o_mini_pred,gemini_flash_pred
1409171501,"A joint team of SOG and DVF busted a gun-making factory of the CPI-Maoist at Dulagunda under Kalimela Police limits in Malkangiri District. The total haul included seven live grenades, four single barrel muzzle loading rifles, motor, weighing machine, recoil springs for use in manufacturing of guns, huge quantity of tools for use in manufacturing of guns, explosives and splinter, gelatine, cortex and electric wire, explosive powder, detonators, tiffin cases and batteries were seized. Besides, four tiffin bombs each weighing 5 kg, four pressure mines and Maoist uniforms and literature were also recovered. Sources said that the unit was being run by the technical unit of the AOBSZC, led by Ram Krishna alias RK. The technical team of AOBSZC and Kalimela area committee was being led by Damodar alias Bellam Narayan Swamy, a Special Zonal Committee member and Mettur Joga Rao, alias Tech Shankar. Shankar is a Divisional Committee Member.","state: Odisha, district: Malkangiri, village: Dulagunda, other_locations: Kalimela, Kalimela Police limits","state: Odisha, district: Malkangiri, village: Dulagunda, other_locations: Kalimela Police limits","state: Malkangiri, district: Not mentioned, village: Not mentioned, other_locations: Dulagunda","state: Odisha, district: Malkangiri, village: Dulagunda, other_locations: AOBSZC","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Malkangiri, village: Dulagunda, other_locations: Kalimela",
809181501,"A PLFI cadre, identified as Jitendra Mahto, was arrested from Hatia locality in Ranchi District. A pistol and live cartridges were recovered from his possession.","state: Jharkhand, district: Ranchi, village: Hatia","state: Jharkhand, district: Ranchi, village: Hatia locality"" Explanation: The incident mentions the state as Jharkhand","state: Jharkhand, district: Ranchi, village: (not mentioned), other_locations: Hatia.","state: Jharkhand, district: Ranchi","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Ranchi, other_locations: Hatia",
309181501,"A Maoist, identified as Shashikant Tekam (39), was arrested by a joint squad of BSF and District Force in Kanker District.","state: Chhattisgarh, district: Kanker","state: Chhattisgarh, district: Kanker, village: None, other_locations: None"" Explanation: The incident took place in Kanker District","state: Chhattisgarh, district: Kanker, village: Not mentioned, other_locations: Not mentioned.","state: Chhattisgarh, district: Kanker, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Kanker",
109181501,"Two CPI-Maoist militia members, identified as Bonangi Suribabu and Pujaari Narayana Rao, from the Korukonda area were arrested by the Visakha Rural Police in Visakhapatnam District.","state: Andhra Pradesh, district: Visakhapatnam","state: Andhra Pradesh, district: Visakhapatnam, village: Korukonda, other_locations: Visakhapatnam District","state: Andhra Pradesh, district: Visakhapatnam, village: Korukonda, other_locations: """"","state: Andhra Pradesh, district: Visakhapatnam, village: Korukonda","state: name>, district: name>, village: name>, other_locations: name>","state: Andhra Pradesh, district: Visakhapatnam, village: Korukonda",
1409181501,"381 CPI-Maoist supporters surrendered before Malkangiri Police in Malkangiri District. The Maoist supporters were from seven remote villages of Materu panchayat under Podia block of the District. The supporters marched to the Malkangiri District Police Headquarters in a group to surrender before Malkangiri SP Mitrabhanu Mohapatra. Since August 31, there has been a rise in the number of surrenders by Maoist elements in Malkangiri District. Till now around 758 Maoist supporters including militias from remote Maoist-prone regions of the District have surrendered.","state: Odisha, district: Malkangiri, other_locations: Podia, Malkangiri Police; seven remote villages of Materu panchayat under Podia block of the District",state: Odisha,"state: Odisha, district: Malkangiri, village: (not mentioned), other_locations: Materu panchayat","state: Odisha, district: Malkangiri, village: Materu panchayat, other_locations: Podia block","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Malkangiri, village: Materu, other_locations: Podia block",
809181502,"The CPI-Maoist cadres have killed a civilian, identified as Rupesh Chandra Gope (40), at Badagudru village under Jatia Police Station limits in West Singhbhum District. Michael S. Raj, SP, West Singhbhum District said ""Yes, Rupesh was close with the Police, creating an impression among the rebels that he was a Police informer. The rebels have killed the man, suspecting him to be the informer.""","state: Jharkhand, district: West Singhbhum, village: Badagudru, other_locations: Jatia Police Station","district: West Singhbhum, village: Badagudru, other_locations: Jatia Police Station","state: West Singhbhum, district: Not Mentioned, village: Badagudru, other_locations: Jatia Police Station","state: Jharkhand, district: West Singhbhum, village: Badagudru, other_locations: Jatia Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: West Singhbhum, village: Badagudru, other_locations: Jatia Police Station",
1809181501,"Telangana Police arrested three CPI-Maoist cadres of the Khammam-Karimnagar-Warangal committee in Eturunagaram forest area of Warangal District. The three men arrested were identified as Kovasi Ganga alias Mahesh (23), Vetti Bheemalu (20), Pujari Kistaiah (30).","state: Telangana, district: Warangal, other_locations: Eturunagaram, Eturunagaram forest area","state: Telangana, district: Warangal, village: Eturunagaram, other_locations: Eturunagaram forest area","state: Telangana, district: Warangal, village: Not mentioned, other_locations: Eturunagaram forest area.","district: Warangal, village: Eturunagaram, other_locations: Telangana","state: name>, district: name>, village: name>, other_locations: name>","state: Telangana, district: Warangal, other_locations: Eturunagaram forest area",
209181502,"The Police have recovered 27 cartridges, five mobile phones, three mobile chargers and five solar plates.","state: Bihar, district: Gaya, other_locations: Baskatwa forest",other_locations: Police Station. Reasoning: The problem statement asks for the location hierarchy,"state: Uttar Pradesh, district: Agra, village: Unknown, other_locations: Unknown","state: Kerala, district: Kannur, village: Kadamadi, other_locations: """"","state: name>, district: name>, village: name>, other_locations: name>",,
209181503,"In Gaya District of Bihar, SFs destroyed a Maoist training camp during an operation in Baskatwa hilly terrain, adjacent to the Jharkhand border. Six rebels, including a senior leader, were also arrested. Apart from walkie-talkies, IEDs and illegal arms and ammunition were also recovered. Gaya SSP Manu Maharaaj said: ""Security forces found a full-fledged hospital being run by the Maoists in the deep forests, which share border with Hazaribagh in Jharkhand. The hospital used to treat rebels injured in encounters with security personnel.""","state: Bihar, district: Gaya, village: Baskatwa","district: Gaya, village: Baskatwa, other_locations: Jharkhand","state: Bihar, district: Gaya, village: (Not Mentioned), other_locations: Baskatwa","state: Bihar, district: Gaya, village: Baskatwa, other_locations: Hazaribagh (Jharkhand)","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Gaya, village: Baskatwa, other_locations: Hazaribagh",
209181501,"A CPI-Maoist cadre, identified as Subhra Munda, was arrested while few others managed to escape during a joint combing operation of SFs at Baskatwa forest in Gaya District. SSP Manu Maharaj said after getting information that some Maoists were camping in the forest, a joint team of SFs cordoned off the area and launched search operation. At least 200 rounds of fire were exchanged during the operation. The SSP added the exchange of firing continued till September 18. The Police have recovered 27 cartridges, five mobile phones, three mobile chargers and five solar plates.","state: Bihar, district: Gaya, other_locations: Baskatwa forest","district: Gaya, village: Baskatwa, other_locations: Baskatwa forest","state: Bihar, district: Gaya, village: (not mentioned), other_locations: Baskatwa forest.","state: Bihar, district: Gaya, village: Baskatwa forest","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Gaya, other_locations: Baskatwa forest",
209181504,"Apart from walkie-talkies, IEDs and illegal arms and ammunition were also recovered.","state: Bihar, district: Gaya, village: Baskatwa",other_locations: Explanation: The incident does not mention any locations. Therefore,"state: """", district: """", village: """", other_locations: ""Apart from walkie-talkies",,"state: name>, district: name>, village: name>, other_locations: name>",,
309191501,"A joint team of Police and BSF personnel discovered a 10 kg 'tiffin bomb' near Charre-Marre valley under Antagarh Police Station limits in Kanker District of Chhattisgarh. A Police official said that while patrolling under Antagarh Police Station limits, the security personnel spotted a wire along the road and discovered the bomb upon a closer search.","state: Chhattisgarh, district: Kanker, other_locations: Antagarh  - Charre-Marre valley under Antagarh Police Station","district: Kanker, village: Charre-Marre, other_locations: Antagarh Police Station","state: Chhattisgarh, district: Kanker, village: (not mentioned), other_locations: Antagarh Police Station limits","state: Chhattisgarh, district: Kanker, village: Antagarh, other_locations: Charre-Marre valley","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Kanker, village: Charre-Marre valley, other_locations: Antagarh Police Station",
